n,algorithm,scenario,k,p,nstart,nsteps,nsteps.c2,factor.nstart,factor.nsteps,balanced,seed,time,error,obj
1000,1,2,6,4,100,20,20,5,1,2,13,1.1170129776001,0.062,-9334.27114832425
200,2,2,6,4,100,20,20,5,1,2,13,0.449797868728638,0.05,-1706.59546456081
500,2,2,6,4,100,20,20,5,1,2,13,1.35038900375366,0.038,-4261.95856072388
1000,2,2,6,4,100,20,20,5,1,2,13,4.52242803573608,0.041,-8563.97203569873
200,3,2,6,4,100,20,20,5,1,2,13,1.45311403274536,0.03,-1839.63657182641
500,3,2,6,4,100,20,20,5,1,2,13,4.16685795783997,0.088,-4604.68696443455
1000,3,2,6,4,100,20,20,5,1,2,13,5.58558797836304,0.049,-9130.2555400347
200,1,1,3,10,100,20,20,5,1,2,13,0.353055953979492,0.08,-2814.44737378592
500,1,1,3,10,100,20,20,5,1,2,13,0.873664140701294,0.056,-7095.06973290902
1000,1,1,3,10,100,20,20,5,1,2,13,1.37332797050476,0.051,-14270.1785260959
200,2,1,3,10,100,20,20,5,1,2,13,0.410900831222534,0.045,-2639.75189259355
500,2,1,3,10,100,20,20,5,1,2,13,1.42992615699768,0.016,-6762.30300281934
1000,2,1,3,10,100,20,20,5,1,2,13,4.14549088478088,0.018,-13582.5241339648
200,3,1,3,10,100,20,20,5,1,2,13,1.69646406173706,0.14,-2818.92053527031
500,3,1,3,10,100,20,20,5,1,2,13,4.32942199707031,0.044,-7046.40009695551
1000,3,1,3,10,100,20,20,5,1,2,13,6.78299999237061,0.055,-14199.9260025308
200,1,2,3,10,100,20,20,5,1,2,13,0.385967016220093,0.06,-3158.17814533459
500,1,2,3,10,100,20,20,5,1,2,13,0.611365079879761,0.06,-8051.57927918304
1000,1,2,3,10,100,20,20,5,1,2,13,0.944065093994141,0.053,-16156.2538896757
200,2,2,3,10,100,20,20,5,1,2,13,0.471286058425903,0.05,-3046.31492878956
500,2,2,3,10,100,20,20,5,1,2,13,1.15192008018494,0.028,-7741.88996034302
1000,2,2,3,10,100,20,20,5,1,2,13,3.688551902771,0.02,-15548.4315047585
200,3,2,3,10,100,20,20,5,1,2,13,1.85304498672485,0.06,-3221.9054859694
500,3,2,3,10,100,20,20,5,1,2,13,3.16953992843628,0.06,-8051.57927918304
1000,3,2,3,10,100,20,20,5,1,2,13,4.71638798713684,0.06,-16125.786477248
200,1,1,6,10,100,20,20,5,1,2,13,0.524596929550171,0.32,-3040.65099517617
500,1,1,6,10,100,20,20,5,1,2,13,1.9279088973999,0.158,-7540.44505065536
1000,1,1,6,10,100,20,20,5,1,2,13,3.17486619949341,0.097,-15075.0730041801
200,2,1,6,10,100,20,20,5,1,2,13,0.637295007705688,0.02,-2656.53532294599
500,2,1,6,10,100,20,20,5,1,2,13,2.66138982772827,0.024,-6944.43414304188
1000,2,1,6,10,100,20,20,5,1,2,13,7.15593385696411,0.015,-14126.3992220806
200,3,1,6,10,100,20,20,5,1,2,13,2.79849290847778,0.18,-3022.34076205735
500,3,1,6,10,100,20,20,5,1,2,13,9.58014392852783,0.186,-7457.93767218453
1000,3,1,6,10,100,20,20,5,1,2,13,15.636617898941,0.027,-15107.0456295882
200,1,2,6,10,100,20,20,5,1,2,13,0.739023923873901,0.24,-3309.49969102769
500,1,2,6,10,100,20,20,5,1,2,13,2.27601289749146,0.096,-8248.19071136276
1000,1,2,6,10,100,20,20,5,1,2,13,3.61327695846558,0.069,-16697.5636354318
200,2,2,6,10,100,20,20,5,1,2,13,0.814820051193237,0.095,-3071.48947908838
500,2,2,6,10,100,20,20,5,1,2,13,2.9511079788208,0.066,-7936.50466366289
1000,2,2,6,10,100,20,20,5,1,2,13,7.21724104881287,0.04,-16067.5115797248
200,3,2,6,10,100,20,20,5,1,2,13,3.9893319606781,0.325,-3267.49537800074
500,3,2,6,10,100,20,20,5,1,2,13,10.6851389408112,0.096,-8248.19071136276
1000,3,2,6,10,100,20,20,5,1,2,13,16.8941090106964,0.054,-16680.1989676524
200,1,1,3,4,400,20,20,5,1,2,13,0.407909154891968,0.035,-1346.64971415346
500,1,1,3,4,400,20,20,5,1,2,13,1.16089582443237,0.03,-3303.43873205276
1000,1,1,3,4,400,20,20,5,1,2,13,1.64859104156494,0.023,-6610.04466224437
200,2,1,3,4,400,20,20,5,1,2,13,0.851722955703735,0.035,-1202.96087085245
500,2,1,3,4,400,20,20,5,1,2,13,3.68067407608032,0.014,-3012.79819941067
1000,2,1,3,4,400,20,20,5,1,2,13,13.4889512062073,0.014,-6017.06488010629
200,3,1,3,4,400,20,20,5,1,2,13,2.02458691596985,0.035,-1346.64971415346
500,3,1,3,4,400,20,20,5,1,2,13,5.93933606147766,0.03,-3303.43873205276
1000,3,1,3,4,400,20,20,5,1,2,13,8.49773597717285,0.023,-6610.04466224437
200,1,2,3,4,400,20,20,5,1,2,13,0.425859928131104,0.03,-1719.56014982899
500,1,2,3,4,400,20,20,5,1,2,13,1.00132203102112,0.058,-4311.54479163518
1000,1,2,3,4,400,20,20,5,1,2,13,1.50455403327942,0.048,-8777.07885740317
200,2,2,3,4,400,20,20,5,1,2,13,0.802854061126709,0.04,-1599.99724744409
500,2,2,3,4,400,20,20,5,1,2,13,3.26135802268982,0.024,-3993.11187326634
1000,2,2,3,4,400,20,20,5,1,2,13,13.9434940814972,0.02,-7995.50876731811
200,3,2,3,4,400,20,20,5,1,2,13,1.95277905464172,0.03,-1719.56014982899
500,3,2,3,4,400,20,20,5,1,2,13,4.91485595703125,0.058,-4311.54479163518
1000,3,2,3,4,400,20,20,5,1,2,13,7.22866821289062,0.048,-8777.07885740317
200,1,1,6,4,400,20,20,5,1,2,13,0.864686965942383,0.035,-1573.14275499973
500,1,1,6,4,400,20,20,5,1,2,13,2.188148021698,0.036,-3650.09089088884
1000,1,1,6,4,400,20,20,5,1,2,13,2.87783813476562,0.026,-7414.68875181625
200,2,1,6,4,400,20,20,5,1,2,13,1.34610414505005,0,-1307.64920410024
500,2,1,6,4,400,20,20,5,1,2,13,4.4207079410553,0.028,-3276.11822833564
1000,2,1,6,4,400,20,20,5,1,2,13,15.998419046402,0.014,-6629.45264702671
200,3,1,6,4,400,20,20,5,1,2,13,4.2655930519104,0.035,-1573.14275499973
500,3,1,6,4,400,20,20,5,1,2,13,10.3332619667053,0.044,-3811.94956526046
1000,3,1,6,4,400,20,20,5,1,2,13,12.9833171367645,0.026,-7412.96459019645
200,1,2,6,4,400,20,20,5,1,2,13,1.11354112625122,0.03,-1839.63657182641
500,1,2,6,4,400,20,20,5,1,2,13,3.10669207572937,0.07,-4611.65787563412
1000,1,2,6,4,400,20,20,5,1,2,13,3.97038292884827,0.049,-9130.2555400347
200,2,2,6,4,400,20,20,5,1,2,13,1.34939193725586,0.05,-1706.59546456081
500,2,2,6,4,400,20,20,5,1,2,13,5.33150005340576,0.038,-4262.30200383785
1000,2,2,6,4,400,20,20,5,1,2,13,16.6200950145721,0.038,-8562.90772903102
200,3,2,6,4,400,20,20,5,1,2,13,5.34470796585083,0.03,-1839.63657182641
500,3,2,6,4,400,20,20,5,1,2,13,13.3787980079651,0.058,-4544.67749851206
1000,3,2,6,4,400,20,20,5,1,2,13,16.7568819522858,0.049,-9130.2555400347
200,1,1,3,10,400,20,20,5,1,2,13,1.23071002960205,0.14,-2818.92053527031
500,1,1,3,10,400,20,20,5,1,2,13,2.71148109436035,0.044,-7046.40009695551
1000,1,1,3,10,400,20,20,5,1,2,13,4.2107400894165,0.055,-14199.9260025308
200,2,1,3,10,400,20,20,5,1,2,13,1.49699711799622,0.055,-2646.79567431898
500,2,1,3,10,400,20,20,5,1,2,13,4.24963617324829,0.016,-6762.30300281934
1000,2,1,3,10,400,20,20,5,1,2,13,12.8681929111481,0.018,-13582.5241339648
200,3,1,3,10,400,20,20,5,1,2,13,5.3826060295105,0.075,-2774.76406673951
500,3,1,3,10,400,20,20,5,1,2,13,11.9397709369659,0.044,-7046.40009695551
1000,3,1,3,10,400,20,20,5,1,2,13,19.1040420532227,0.055,-14199.9260025308
200,1,2,3,10,400,20,20,5,1,2,13,1.07911586761475,0.06,-3221.9054859694
500,1,2,3,10,400,20,20,5,1,2,13,1.78289198875427,0.06,-8051.57927918304
1000,1,2,3,10,400,20,20,5,1,2,13,2.67883586883545,0.06,-16125.786477248
200,2,2,3,10,400,20,20,5,1,2,13,1.49101281166077,0.05,-3046.31492878956
500,2,2,3,10,400,20,20,5,1,2,13,3.16853499412537,0.028,-7741.88996034302
1000,2,2,3,10,400,20,20,5,1,2,13,10.8914029598236,0.02,-15548.4315047585
200,3,2,3,10,400,20,20,5,1,2,13,4.73334217071533,0.06,-3221.9054859694
500,3,2,3,10,400,20,20,5,1,2,13,8.00739598274231,0.062,-8053.81248513075
1000,3,2,3,10,400,20,20,5,1,2,13,11.7334761619568,0.06,-16125.786477248
200,1,1,6,10,400,20,20,5,1,2,13,1.35878109931946,0.18,-3022.34076205735
500,1,1,6,10,400,20,20,5,1,2,13,4.65216517448425,0.186,-7457.93767218453
1000,1,1,6,10,400,20,20,5,1,2,13,7.97813200950623,0.028,-15061.8969381041
200,2,1,6,10,400,20,20,5,1,2,13,2.24554705619812,0.02,-2659.38335500723
500,2,1,6,10,400,20,20,5,1,2,13,11.0200910568237,0.024,-6944.43414304188
1000,2,1,6,10,400,20,20,5,1,2,13,32.6307559013367,0.015,-14127.0768763105
200,3,1,6,10,400,20,20,5,1,2,13,11.7276451587677,0.18,-3022.34076205735
500,3,1,6,10,400,20,20,5,1,2,13,39.2841081619263,0.156,-7487.20952408337
1000,3,1,6,10,400,20,20,5,1,2,13,66.6621000766754,0.028,-14896.3739938298
200,1,2,6,10,400,20,20,5,1,2,13,3.42338013648987,0.325,-3267.49537800074
500,1,2,6,10,400,20,20,5,1,2,13,10.3941287994385,0.096,-8248.19071136276
1000,1,2,6,10,400,20,20,5,1,2,13,15.4038400650024,0.054,-16680.1989676524
200,2,2,6,10,400,20,20,5,1,2,13,4.64106917381287,0.095,-3064.22963775498
500,2,2,6,10,400,20,20,5,1,2,13,13.9478709697723,0.08,-7943.74985185286
1000,2,2,6,10,400,20,20,5,1,2,13,31.269907951355,0.04,-16067.5115797248
200,3,2,6,10,400,20,20,5,1,2,13,18.5462939739227,0.115,-3260.78660795013
500,3,2,6,10,400,20,20,5,1,2,13,46.997731924057,0.07,-8219.17160160943
1000,3,2,6,10,400,20,20,5,1,2,13,71.7447929382324,0.055,-16737.4188966676
200,1,1,3,4,100,20,20,5,1,1,14,0.0997250080108643,0.035,-1376.69243108805
500,1,1,3,4,100,20,20,5,1,1,14,0.31715202331543,0.036,-3369.65963995298
1000,1,1,3,4,100,20,20,5,1,1,14,0.456779003143311,0.032,-6784.12410580052
200,2,1,3,4,100,20,20,5,1,1,14,0.203455924987793,0.025,-1228.04529573058
500,2,1,3,4,100,20,20,5,1,1,14,0.948465824127197,0.018,-3050.67873031794
1000,2,1,3,4,100,20,20,5,1,1,14,4.25325798988342,0.016,-6113.1976848777
200,3,1,3,4,100,20,20,5,1,1,14,0.51462197303772,0.035,-1376.69243108805
500,3,1,3,4,100,20,20,5,1,1,14,1.56538891792297,0.036,-3369.65963995298
1000,3,1,3,4,100,20,20,5,1,1,14,2.22366404533386,0.032,-6784.12410580052
200,1,2,3,4,100,20,20,5,1,1,14,0.119680166244507,0.04,-1731.93200857489
500,1,2,3,4,100,20,20,5,1,1,14,0.284240007400513,0.044,-4313.3548945841
1000,1,2,3,4,100,20,20,5,1,1,14,0.400928974151611,0.051,-8904.72259630464
200,2,2,3,4,100,20,20,5,1,1,14,0.213430166244507,0.01,-1628.52308154886
500,2,2,3,4,100,20,20,5,1,1,14,1.10971188545227,0.012,-4053.9393524804
1000,2,2,3,4,100,20,20,5,1,1,14,3.72809600830078,0.012,-8117.01387520657
200,3,2,3,4,100,20,20,5,1,1,14,0.492682933807373,0.04,-1731.93200857489
500,3,2,3,4,100,20,20,5,1,1,14,1.39427208900452,0.044,-4313.3548945841
1000,3,2,3,4,100,20,20,5,1,1,14,2.03655409812927,0.051,-8904.72259630464
200,1,1,6,4,100,20,20,5,1,1,14,0.256314992904663,0.16,-1518.45598384999
500,1,1,6,4,100,20,20,5,1,1,14,0.641284942626953,0.022,-3832.56815978372
1000,1,1,6,4,100,20,20,5,1,1,14,0.809834003448486,0.171,-7964.55159261213
200,2,1,6,4,100,20,20,5,1,1,14,0.339092969894409,0.01,-1332.92550351169
500,2,1,6,4,100,20,20,5,1,1,14,1.14693284034729,0.014,-3350.58457045079
1000,2,1,6,4,100,20,20,5,1,1,14,3.57137799263,0.005,-6758.55077088564
200,3,1,6,4,100,20,20,5,1,1,14,1.13097596168518,0.17,-1545.96447550785
500,3,1,6,4,100,20,20,5,1,1,14,3.24033498764038,0.024,-3902.79935652804
1000,3,1,6,4,100,20,20,5,1,1,14,4.07931685447693,0.018,-7729.83376475201
200,1,2,6,4,100,20,20,5,1,1,14,0.284240961074829,0.04,-1877.16662931748
500,1,2,6,4,100,20,20,5,1,1,14,0.797865867614746,0.05,-4721.46059027412
1000,1,2,6,4,100,20,20,5,1,1,14,1.19480514526367,0.04,-9290.85742981314
200,2,2,6,4,100,20,20,5,1,1,14,0.401924848556519,0.015,-1734.69196960575
500,2,2,6,4,100,20,20,5,1,1,14,1.36177206039429,0.026,-4337.47632280082
1000,2,2,6,4,100,20,20,5,1,1,14,4.68507099151611,0.025,-8693.37451449768
200,3,2,6,4,100,20,20,5,1,1,14,1.46707606315613,0.015,-1850.98385781946
500,3,2,6,4,100,20,20,5,1,1,14,3.67568898200989,0.036,-4643.22294108354
1000,3,2,6,4,100,20,20,5,1,1,14,5.75662302970886,0.04,-9290.85742981314
200,1,1,3,10,100,20,20,5,1,1,14,0.417423963546753,0.055,-2827.19904007768
500,1,1,3,10,100,20,20,5,1,1,14,0.818810939788818,0.046,-7197.22478459061
1000,1,1,3,10,100,20,20,5,1,1,14,1.34141302108765,0.039,-14289.4540326807
200,2,1,3,10,100,20,20,5,1,1,14,0.461765050888062,0.04,-2681.72035406537
500,2,1,3,10,100,20,20,5,1,1,14,1.42518997192383,0.026,-6857.5707886237
1000,2,1,3,10,100,20,20,5,1,1,14,5.14725089073181,0.023,-13653.5896728762
200,3,1,3,10,100,20,20,5,1,1,14,1.75392699241638,0.07,-2815.13880911853
500,3,1,3,10,100,20,20,5,1,1,14,4.09902811050415,0.046,-7197.22478459061
1000,3,1,3,10,100,20,20,5,1,1,14,6.90290307998657,0.039,-14289.4540326807
200,1,2,3,10,100,20,20,5,1,1,14,0.399931192398071,0.07,-3191.98426348632
500,1,2,3,10,100,20,20,5,1,1,14,0.668742895126343,0.058,-8210.25923807953
1000,1,2,3,10,100,20,20,5,1,1,14,0.837759971618652,0.058,-16393.8131049659
200,2,2,3,10,100,20,20,5,1,1,14,0.485701084136963,0.03,-3094.65179586196
500,2,2,3,10,100,20,20,5,1,1,14,1.27658700942993,0.024,-7854.49921050049
1000,2,2,3,10,100,20,20,5,1,1,14,3.6739821434021,0.024,-15661.9828018487
200,3,2,3,10,100,20,20,5,1,1,14,1.80118298530579,0.07,-3191.98426348632
500,3,2,3,10,100,20,20,5,1,1,14,3.31569695472717,0.058,-8210.25923807953
1000,3,2,3,10,100,20,20,5,1,1,14,4.34726190567017,0.058,-16393.8131049659
200,1,1,6,10,100,20,20,5,1,1,14,0.589072942733765,0.19,-3114.16348554672
500,1,1,6,10,100,20,20,5,1,1,14,1.95178008079529,0.116,-7686.32698428052
1000,1,1,6,10,100,20,20,5,1,1,14,3.0618040561676,0.137,-15354.9261406664
200,2,1,6,10,100,20,20,5,1,1,14,0.662229061126709,0.07,-2722.0354985524
500,2,1,6,10,100,20,20,5,1,1,14,2.53444385528564,0.028,-7090.4175217757
1000,2,1,6,10,100,20,20,5,1,1,14,6.07675004005432,0.006,-14256.2931495577
200,3,1,6,10,100,20,20,5,1,1,14,2.94811606407166,0.245,-3008.70231901982
500,3,1,6,10,100,20,20,5,1,1,14,9.9861261844635,0.072,-7719.37801435274
1000,3,1,6,10,100,20,20,5,1,1,14,15.8996131420135,0.039,-15342.4093734694
200,1,2,6,10,100,20,20,5,1,1,14,0.783468961715698,0.23,-3424.63882334529
500,1,2,6,10,100,20,20,5,1,1,14,2.20256400108337,0.072,-8511.55604775494
1000,1,2,6,10,100,20,20,5,1,1,14,3.22428703308105,0.053,-16932.420072849
200,2,2,6,10,100,20,20,5,1,1,14,0.894607067108154,0.11,-3170.35623821035
500,2,2,6,10,100,20,20,5,1,1,14,2.89326286315918,0.038,-8067.76278362425
1000,2,2,6,10,100,20,20,5,1,1,14,6.73913908004761,0.029,-16169.1491928846
200,3,2,6,10,100,20,20,5,1,1,14,3.6904091835022,0.165,-3405.39326998088
500,3,2,6,10,100,20,20,5,1,1,14,11.0614268779755,0.066,-8447.61016204257
1000,3,2,6,10,100,20,20,5,1,1,14,16.8574509620667,0.041,-16730.1745480009
200,1,1,3,4,400,20,20,5,1,1,14,0.399930953979492,0.035,-1376.69243108805
500,1,1,3,4,400,20,20,5,1,1,14,1.22971105575562,0.036,-3369.65963995298
1000,1,1,3,4,400,20,20,5,1,1,14,1.78422999382019,0.032,-6784.12410580052
200,2,1,3,4,400,20,20,5,1,1,14,0.703119993209839,0.025,-1228.04529573058
500,2,1,3,4,400,20,20,5,1,1,14,3.35903191566467,0.018,-3050.67873031794
1000,2,1,3,4,400,20,20,5,1,1,14,12.5428261756897,0.016,-6113.1976848777
200,3,1,3,4,400,20,20,5,1,1,14,1.86600995063782,0.035,-1376.69243108805
500,3,1,3,4,400,20,20,5,1,1,14,6.10945415496826,0.036,-3369.65963995298
1000,3,1,3,4,400,20,20,5,1,1,14,8.69832301139832,0.032,-6784.12410580052
200,1,2,3,4,400,20,20,5,1,1,14,0.385967969894409,0.04,-1731.93200857489
500,1,2,3,4,400,20,20,5,1,1,14,1.08609509468079,0.044,-4313.3548945841
1000,1,2,3,4,400,20,20,5,1,1,14,1.62917399406433,0.051,-8904.72259630464
200,2,2,3,4,400,20,20,5,1,1,14,0.808836936950684,0.01,-1628.52308154886
500,2,2,3,4,400,20,20,5,1,1,14,3.15755701065063,0.012,-4053.9393524804
1000,2,2,3,4,400,20,20,5,1,1,14,15.6001119613647,0.012,-8117.01387520657
200,3,2,3,4,400,20,20,5,1,1,14,1.96275091171265,0.04,-1731.93200857489
500,3,2,3,4,400,20,20,5,1,1,14,5.2614529132843,0.044,-4313.3548945841
1000,3,2,3,4,400,20,20,5,1,1,14,8.11606192588806,0.051,-8904.72259630464
200,1,1,6,4,400,20,20,5,1,1,14,0.923529148101807,0.04,-1530.28587142768
500,1,1,6,4,400,20,20,5,1,1,14,2.37903809547424,0.024,-3902.79935652804
1000,1,1,6,4,400,20,20,5,1,1,14,3.16217017173767,0.018,-7729.83376475201
200,2,1,6,4,400,20,20,5,1,1,14,1.28157305717468,0.01,-1332.92550351169
500,2,1,6,4,400,20,20,5,1,1,14,4.58773303031921,0.016,-3350.98872306213
1000,2,1,6,4,400,20,20,5,1,1,14,15.0851900577545,0.004,-6758.92133329685
200,3,1,6,4,400,20,20,5,1,1,14,4.63161396980286,0.025,-1519.56438440715
500,3,1,6,4,400,20,20,5,1,1,14,11.8902630805969,0.026,-3899.84792478779
1000,3,1,6,4,400,20,20,5,1,1,14,16.6150918006897,0.018,-7729.83376475201
200,1,2,6,4,400,20,20,5,1,1,14,1.20976495742798,0.015,-1850.98385781946
500,1,2,6,4,400,20,20,5,1,1,14,3.10029816627502,0.036,-4643.22294108354
1000,1,2,6,4,400,20,20,5,1,1,14,4.62571907043457,0.04,-9290.85742981314
200,2,2,6,4,400,20,20,5,1,1,14,1.68349695205688,0.015,-1734.69196960575
500,2,2,6,4,400,20,20,5,1,1,14,5.45840406417847,0.026,-4337.78410480524
1000,2,2,6,4,400,20,20,5,1,1,14,20.377161026001,0.025,-8692.97302990575
200,3,2,6,4,400,20,20,5,1,1,14,6.23183917999268,0.015,-1856.58039108917
500,3,2,6,4,400,20,20,5,1,1,14,15.7249038219452,0.036,-4643.22294108354
1000,3,2,6,4,400,20,20,5,1,1,14,23.2276818752289,0.04,-9290.85742981314
200,1,1,3,10,400,20,20,5,1,1,14,1.52447819709778,0.09,-2853.91909619513
500,1,1,3,10,400,20,20,5,1,1,14,3.26083493232727,0.046,-7197.22478459061
1000,1,1,3,10,400,20,20,5,1,1,14,5.6448860168457,0.039,-14289.4540326807
200,2,1,3,10,400,20,20,5,1,1,14,1.92149496078491,0.045,-2681.90766770762
500,2,1,3,10,400,20,20,5,1,1,14,6.4848530292511,0.028,-6858.2382204052
1000,2,1,3,10,400,20,20,5,1,1,14,17.6592528820038,0.023,-13653.5896728762
200,3,1,3,10,400,20,20,5,1,1,14,7.08964610099792,0.06,-2842.24279092668
500,3,1,3,10,400,20,20,5,1,1,14,17.5792498588562,0.046,-7197.22478459061
1000,3,1,3,10,400,20,20,5,1,1,14,28.6116619110107,0.039,-14289.4540326807
200,1,2,3,10,400,20,20,5,1,1,14,1.3613600730896,0.07,-3191.98426348632
500,1,2,3,10,400,20,20,5,1,1,14,2.72072505950928,0.058,-8210.25923807953
1000,1,2,3,10,400,20,20,5,1,1,14,3.6571249961853,0.058,-16393.8131049659
200,2,2,3,10,400,20,20,5,1,1,14,1.96174597740173,0.03,-3094.65179586196
500,2,2,3,10,400,20,20,5,1,1,14,5.38023281097412,0.024,-7854.49921050049
1000,2,2,3,10,400,20,20,5,1,1,14,16.3173921108246,0.024,-15661.9828018487
200,3,2,3,10,400,20,20,5,1,1,14,7.07074904441833,0.07,-3191.98426348632
500,3,2,3,10,400,20,20,5,1,1,14,13.6481790542603,0.058,-8210.25923807953
1000,3,2,3,10,400,20,20,5,1,1,14,18.0490028858185,0.058,-16393.8131049659
200,1,1,6,10,400,20,20,5,1,1,14,2.61301279067993,0.245,-3008.70231901982
500,1,1,6,10,400,20,20,5,1,1,14,8.11782193183899,0.072,-7719.37801435274
1000,1,1,6,10,400,20,20,5,1,1,14,13.3937518596649,0.137,-15354.9261406664
200,2,1,6,10,400,20,20,5,1,1,14,3.04485702514648,0.06,-2718.62565976796
500,2,1,6,10,400,20,20,5,1,1,14,10.4451749324799,0.028,-7087.0457375044
1000,2,1,6,10,400,20,20,5,1,1,14,28.8478219509125,0.007,-14257.1653758552
200,3,1,6,10,400,20,20,5,1,1,14,12.5255539417267,0.175,-3007.36309418608
500,3,1,6,10,400,20,20,5,1,1,14,39.0168521404266,0.072,-7719.37801435274
1000,3,1,6,10,400,20,20,5,1,1,14,65.326758146286,0.017,-15266.8807283011
200,1,2,6,10,400,20,20,5,1,1,14,3.1166660785675,0.23,-3424.63882334529
500,1,2,6,10,400,20,20,5,1,1,14,9.9121630191803,0.066,-8447.61016204257
1000,1,2,6,10,400,20,20,5,1,1,14,14.2758250236511,0.053,-16935.322188919
200,2,2,6,10,400,20,20,5,1,1,14,3.68770313262939,0.115,-3208.86991638709
500,2,2,6,10,400,20,20,5,1,1,14,12.3951330184937,0.038,-8067.76278362425
1000,2,2,6,10,400,20,20,5,1,1,14,25.8110599517822,0.029,-16169.1491928846
200,3,2,6,10,400,20,20,5,1,1,14,16.0672519207001,0.24,-3353.50064952933
500,3,2,6,10,400,20,20,5,1,1,14,45.2237801551819,0.062,-8371.88145371711
1000,3,2,6,10,400,20,20,5,1,1,14,68.9878010749817,0.041,-16730.1745480009
200,1,1,3,4,100,20,20,5,1,2,14,0.103721857070923,0.045,-1366.14897890344
500,1,1,3,4,100,20,20,5,1,2,14,0.299200057983398,0.032,-3359.20310522994
1000,1,1,3,4,100,20,20,5,1,2,14,0.46575403213501,0.036,-6773.94703883016
200,2,1,3,4,100,20,20,5,1,2,14,0.222405910491943,0.025,-1225.3050636164
500,2,1,3,4,100,20,20,5,1,2,14,1.03423595428467,0.018,-3047.08752525374
1000,2,1,3,4,100,20,20,5,1,2,14,3.59193682670593,0.016,-6098.20384139875
200,3,1,3,4,100,20,20,5,1,2,14,0.497665882110596,0.045,-1366.14897890344
500,3,1,3,4,100,20,20,5,1,2,14,1.62457299232483,0.032,-3359.20310522994
1000,3,1,3,4,100,20,20,5,1,2,14,2.49837708473206,0.036,-6773.94703883016
200,1,2,3,4,100,20,20,5,1,2,14,0.0997340679168701,0.035,-1768.08943044816
500,1,2,3,4,100,20,20,5,1,2,14,0.283241987228394,0.042,-4375.38549544647
1000,1,2,3,4,100,20,20,5,1,2,14,0.402921915054321,0.052,-8879.27489663673
200,2,2,3,4,100,20,20,5,1,2,14,0.189494132995605,0.01,-1625.38351245945
500,2,2,3,4,100,20,20,5,1,2,14,0.862693071365356,0.012,-4046.1084049655
1000,2,2,3,4,100,20,20,5,1,2,14,2.95908689498901,0.012,-8102.20400601367
200,3,2,3,4,100,20,20,5,1,2,14,0.522601842880249,0.035,-1768.08943044816
500,3,2,3,4,100,20,20,5,1,2,14,1.43516182899475,0.042,-4375.38549544647
1000,3,2,3,4,100,20,20,5,1,2,14,2.10836100578308,0.052,-8879.27489663673
200,1,1,6,4,100,20,20,5,1,2,14,0.269279956817627,0.07,-1535.34026151105
500,1,1,6,4,100,20,20,5,1,2,14,0.664223909378052,0.034,-3868.67796175106
1000,1,1,6,4,100,20,20,5,1,2,14,0.86967396736145,0.018,-7769.6014116134
200,2,1,6,4,100,20,20,5,1,2,14,0.382974863052368,0,-1328.06098233491
500,2,1,6,4,100,20,20,5,1,2,14,1.1933422088623,0.024,-3333.0660087607
1000,2,1,6,4,100,20,20,5,1,2,14,3.44346499443054,0.004,-6748.84024747424
200,3,1,6,4,100,20,20,5,1,2,14,1.27459502220154,0.01,-1537.85699477594
500,3,1,6,4,100,20,20,5,1,2,14,3.3131411075592,0.026,-3791.30275204361
1000,3,1,6,4,100,20,20,5,1,2,14,4.34123277664185,0.012,-7561.83715993849
200,1,2,6,4,100,20,20,5,1,2,14,0.319146871566772,0.025,-1891.53979802529
500,1,2,6,4,100,20,20,5,1,2,14,0.83576512336731,0.038,-4653.56445695009
1000,1,2,6,4,100,20,20,5,1,2,14,1.24167990684509,0.044,-9422.79986365667
200,2,2,6,4,100,20,20,5,1,2,14,0.459772109985352,0,-1731.77923605003
500,2,2,6,4,100,20,20,5,1,2,14,1.4640839099884,0.02,-4326.34374378578
1000,2,2,6,4,100,20,20,5,1,2,14,5.36316609382629,0.022,-8687.45589388896
200,3,2,6,4,100,20,20,5,1,2,14,1.81913590431213,0.025,-1891.53979802529
500,3,2,6,4,100,20,20,5,1,2,14,4.25451421737671,0.038,-4653.56445695009
1000,3,2,6,4,100,20,20,5,1,2,14,5.87728500366211,0.044,-9422.79986365667
200,1,1,3,10,100,20,20,5,1,2,14,0.386965990066528,0.07,-2841.38171917628
500,1,1,3,10,100,20,20,5,1,2,14,0.939487934112549,0.052,-7192.8026357018
1000,1,1,3,10,100,20,20,5,1,2,14,1.33703112602234,0.047,-14345.0733286207
200,2,1,3,10,100,20,20,5,1,2,14,0.492681980133057,0.065,-2678.94295468553
500,2,1,3,10,100,20,20,5,1,2,14,1.58276796340942,0.024,-6859.97354667649
1000,2,1,3,10,100,20,20,5,1,2,14,4.72281217575073,0.021,-13645.4685547782
200,3,1,3,10,100,20,20,5,1,2,14,1.99567890167236,0.075,-2824.94443884016
500,3,1,3,10,100,20,20,5,1,2,14,4.25378894805908,0.052,-7192.8026357018
1000,3,1,3,10,100,20,20,5,1,2,14,6.91750192642212,0.046,-14345.7088131215
200,1,2,3,10,100,20,20,5,1,2,14,0.387962102890015,0.06,-3196.82756126129
500,1,2,3,10,100,20,20,5,1,2,14,0.622335910797119,0.052,-8239.74248985421
