n,algorithm,scenario,k,p,nstart,nsteps,nkeep,equal_weights,opt,balanced,seed,time,error,obj
 200,3,2,6, 4,1000,20,10,FALSE,HARD,1, 2,2.9009530544281,0.06,-1706.26133216995
1000,3,2,6, 4,1000,20,10,FALSE,HARD,1, 2,10.6839618682861,0.026,-8636.60179444638
 200,4,2,6, 4,1000,20,10,FALSE,HARD,1, 2,1.11701202392578,0.08,-1717.81415540779
1000,4,2,6, 4,1000,20,10,FALSE,HARD,1, 2,2.86234617233276,0.026,-8636.611750686
 200,2,1,3,10,1000,20,10,FALSE,HARD,1, 2,1.7449939250946,0.01,-2671.38614939546
1000,2,1,3,10,1000,20,10,FALSE,HARD,1, 2,6.42125391960144,0.019,-13563.5384045371
 200,3,1,3,10,1000,20,10,FALSE,HARD,1, 2,2.87022709846497,0.01,-2671.38614939546
1000,3,1,3,10,1000,20,10,FALSE,HARD,1, 2,7.26391196250916,0.019,-13563.538404537
 200,4,1,3,10,1000,20,10,FALSE,HARD,1, 2,1.31947183609009,0.02,-2673.37666328837
1000,4,1,3,10,1000,20,10,FALSE,HARD,1, 2,2.92816996574402,0.02,-13564.4429618801
 200,2,2,3,10,1000,20,10,FALSE,HARD,1, 2,2.63993906974792,0.03,-3057.59969539196
1000,2,2,3,10,1000,20,10,FALSE,HARD,1, 2,8.35317707061768,0.036,-15519.2031886636
 200,3,2,3,10,1000,20,10,FALSE,HARD,1, 2,4.08607316017151,0.03,-3057.59969539196
1000,3,2,3,10,1000,20,10,FALSE,HARD,1, 2,9.56013703346252,0.036,-15519.2031886636
 200,4,2,3,10,1000,20,10,FALSE,HARD,1, 2,1.35737109184265,0.07,-3074.53297231439
1000,4,2,3,10,1000,20,10,FALSE,HARD,1, 2,3.04791593551636,0.038,-15519.7763042184
 200,2,1,6,10,1000,20,10,FALSE,HARD,1, 2,3.02919101715088,0.06,-2723.67753631289
1000,2,1,6,10,1000,20,10,FALSE,HARD,1, 2,11.5025730133057,0.016,-14135.9139744814
 200,3,1,6,10,1000,20,10,FALSE,HARD,1, 2,7.28275203704834,0.05,-2719.84768033066
1000,3,1,6,10,1000,20,10,FALSE,HARD,1, 2,15.9880340099335,0.017,-14135.8197224625
 200,4,1,6,10,1000,20,10,FALSE,HARD,1, 2,2.9979829788208,0.06,-2719.86430435388
1000,4,1,6,10,1000,20,10,FALSE,HARD,1, 2,5.86757612228394,0.017,-14135.8197224625
 200,2,2,6,10,1000,20,10,FALSE,HARD,1, 2,4.79739284515381,0.205,-3151.4830820414
1000,2,2,6,10,1000,20,10,FALSE,HARD,1, 2,25.579735994339,0.033,-16088.0136228879
 200,3,2,6,10,1000,20,10,FALSE,HARD,1, 2,8.47429394721985,0.19,-3123.10373290346
1000,3,2,6,10,1000,20,10,FALSE,HARD,1, 2,32.7850828170776,0.03,-16087.9845403308
 200,4,2,6,10,1000,20,10,FALSE,HARD,1, 2,3.18269801139832,0.22,-3157.59500776991
1000,4,2,6,10,1000,20,10,FALSE,HARD,1, 2,6.40020394325256,0.035,-16090.8200422951
 200,2,1,3, 4,400,20,10,FALSE,HARD,2, 2,0.206447839736938,0.01,-1206.72876595052
1000,2,1,3, 4,400,20,10,FALSE,HARD,2, 2,0.893611192703247,0.018,-6027.56354795135
 200,3,1,3, 4,400,20,10,FALSE,HARD,2, 2,0.331115007400513,0.01,-1206.72876595052
1000,3,1,3, 4,400,20,10,FALSE,HARD,2, 2,1.08995604515076,0.018,-6027.56354795136
 200,4,1,3, 4,400,20,10,FALSE,HARD,2, 2,0.174485921859741,0.01,-1206.72876595052
1000,4,1,3, 4,400,20,10,FALSE,HARD,2, 2,0.534569978713989,0.018,-6027.56354795136
 200,2,2,3, 4,400,20,10,FALSE,HARD,2, 2,0.391952037811279,0.02,-1594.06992906459
1000,2,2,3, 4,400,20,10,FALSE,HARD,2, 2,1.51494693756104,0.024,-8003.31552844663
 200,3,2,3, 4,400,20,10,FALSE,HARD,2, 2,0.458772897720337,0.02,-1594.06992906459
1000,3,2,3, 4,400,20,10,FALSE,HARD,2, 2,1.58680605888367,0.024,-8003.31552844663
 200,4,2,3, 4,400,20,10,FALSE,HARD,2, 2,0.188495874404907,0.02,-1594.06992906459
1000,4,2,3, 4,400,20,10,FALSE,HARD,2, 2,0.587430000305176,0.026,-8003.51510847383
 200,2,1,6, 4,400,20,10,FALSE,HARD,2, 2,0.385967016220093,0.035,-1305.40389353764
1000,2,1,6, 4,400,20,10,FALSE,HARD,2, 2,1.49501705169678,0.136,-7026.58309850345
 200,3,1,6, 4,400,20,10,FALSE,HARD,2, 2,0.936496019363403,0.03,-1305.69357769628
1000,3,1,6, 4,400,20,10,FALSE,HARD,2, 2,2.39260196685791,0.014,-6661.38457122581
 200,4,1,6, 4,400,20,10,FALSE,HARD,2, 2,0.41887903213501,0.03,-1305.69357769628
1000,4,1,6, 4,400,20,10,FALSE,HARD,2, 2,1.08709287643433,0.014,-6661.38457122581
 200,2,2,6, 4,400,20,10,FALSE,HARD,2, 2,0.741018056869507,0.045,-1695.47324947054
1000,2,2,6, 4,400,20,10,FALSE,HARD,2, 2,3.38858389854431,0.028,-8625.43120624165
 200,3,2,6, 4,400,20,10,FALSE,HARD,2, 2,1.26760983467102,0.035,-1692.30776439005
1000,3,2,6, 4,400,20,10,FALSE,HARD,2, 2,4.37529897689819,0.028,-8625.43120624166
 200,4,2,6, 4,400,20,10,FALSE,HARD,2, 2,0.413892984390259,0.025,-1693.57483059094
1000,4,2,6, 4,400,20,10,FALSE,HARD,2, 2,1.0621600151062,0.029,-8625.50340764884
 200,2,1,3,10,400,20,10,FALSE,HARD,2, 2,0.700127840042114,0.01,-2672.07912372295
1000,2,1,3,10,400,20,10,FALSE,HARD,2, 2,2.54521012306213,0.018,-13566.2504949667
 200,3,1,3,10,400,20,10,FALSE,HARD,2, 2,1.13496494293213,0.01,-2672.07912372295
1000,3,1,3,10,400,20,10,FALSE,HARD,2, 2,2.89226484298706,0.017,-13566.6692409252
 200,4,1,3,10,400,20,10,FALSE,HARD,2, 2,0.525593996047974,0.01,-2672.07912372295
1000,4,1,3,10,400,20,10,FALSE,HARD,2, 2,1.19879508018494,0.02,-13566.770912273
 200,2,2,3,10,400,20,10,FALSE,HARD,2, 2,1.14992594718933,0.03,-3050.16755549075
1000,2,2,3,10,400,20,10,FALSE,HARD,2, 2,3.48844289779663,0.038,-15512.4605010077
 200,3,2,3,10,400,20,10,FALSE,HARD,2, 2,1.68748688697815,0.03,-3050.16755549076
1000,3,2,3,10,400,20,10,FALSE,HARD,2, 2,3.98119616508484,0.038,-15512.4605010077
 200,4,2,3,10,400,20,10,FALSE,HARD,2, 2,0.546538114547729,0.03,-3050.16755549076
1000,4,2,3,10,400,20,10,FALSE,HARD,2, 2,1.14892792701721,0.038,-15512.7093439209
 200,2,1,6,10,400,20,10,FALSE,HARD,2, 2,1.15291690826416,0.04,-2717.15534885708
1000,2,1,6,10,400,20,10,FALSE,HARD,2, 2,4.96347403526306,0.02,-14114.9387438459
 200,3,1,6,10,400,20,10,FALSE,HARD,2, 2,2.96307587623596,0.04,-2712.73346305767
1000,3,1,6,10,400,20,10,FALSE,HARD,2, 2,6.5102391242981,0.018,-14114.2126487188
 200,4,1,6,10,400,20,10,FALSE,HARD,2, 2,1.32046818733215,0.04,-2712.73346305767
1000,4,1,6,10,400,20,10,FALSE,HARD,2, 2,2.55018091201782,0.018,-14114.2126487188
 200,2,2,6,10,400,20,10,FALSE,HARD,2, 2,2.03857803344727,0.33,-3200.82728794114
1000,2,2,6,10,400,20,10,FALSE,HARD,2, 2,10.3452088832855,0.037,-16060.8669509554
 200,3,2,6,10,400,20,10,FALSE,HARD,2, 2,3.50861787796021,0.235,-3162.06434397484
1000,3,2,6,10,400,20,10,FALSE,HARD,2, 2,12.7979888916016,0.036,-16060.4831819331
 200,4,2,6,10,400,20,10,FALSE,HARD,2, 2,1.29754590988159,0.235,-3162.06434397484
1000,4,2,6,10,400,20,10,FALSE,HARD,2, 2,2.6519091129303,0.036,-16060.4831819331
 200,2,1,3, 4,1000,20,10,FALSE,HARD,2, 2,0.521605014801025,0.01,-1206.72876595052
1000,2,1,3, 4,1000,20,10,FALSE,HARD,2, 2,2.22804093360901,0.018,-6027.56354795135
 200,3,1,3, 4,1000,20,10,FALSE,HARD,2, 2,0.723074913024902,0.01,-1206.72876595052
1000,3,1,3, 4,1000,20,10,FALSE,HARD,2, 2,2.93592095375061,0.018,-6027.56354795136
 200,4,1,3, 4,1000,20,10,FALSE,HARD,2, 2,0.448800086975098,0.01,-1206.72876595052
1000,4,1,3, 4,1000,20,10,FALSE,HARD,2, 2,1.35537600517273,0.018,-6027.56354795136
 200,2,2,3, 4,1000,20,10,FALSE,HARD,2, 2,1.01727986335754,0.02,-1594.06992906459
1000,2,2,3, 4,1000,20,10,FALSE,HARD,2, 2,3.70708703994751,0.024,-8003.31552844663
 200,3,2,3, 4,1000,20,10,FALSE,HARD,2, 2,1.2575478553772,0.02,-1594.06992906459
1000,3,2,3, 4,1000,20,10,FALSE,HARD,2, 2,4.3832790851593,0.024,-8003.31552844663
 200,4,2,3, 4,1000,20,10,FALSE,HARD,2, 2,0.404037952423096,0.02,-1594.06992906459
1000,4,2,3, 4,1000,20,10,FALSE,HARD,2, 2,1.43815398216248,0.026,-8003.51510847383
 200,2,1,6, 4,1000,20,10,FALSE,HARD,2, 2,0.895605087280273,0.035,-1305.40389353764
1000,2,1,6, 4,1000,20,10,FALSE,HARD,2, 2,3.81879615783691,0.014,-6661.3845712258
 200,3,1,6, 4,1000,20,10,FALSE,HARD,2, 2,2.18080806732178,0.035,-1305.13758288094
1000,3,1,6, 4,1000,20,10,FALSE,HARD,2, 2,5.99704504013062,0.014,-6661.38457122581
 200,4,1,6, 4,1000,20,10,FALSE,HARD,2, 2,1.05218601226807,0.035,-1305.13758288094
1000,4,1,6, 4,1000,20,10,FALSE,HARD,2, 2,2.55117797851562,0.014,-6661.38457122581
 200,2,2,6, 4,1000,20,10,FALSE,HARD,2, 2,1.69546604156494,0.05,-1694.3982521831
1000,2,2,6, 4,1000,20,10,FALSE,HARD,2, 2,8.43166399002075,0.028,-8625.43120624165
 200,3,2,6, 4,1000,20,10,FALSE,HARD,2, 2,3.07025909423828,0.035,-1692.30776439005
1000,3,2,6, 4,1000,20,10,FALSE,HARD,2, 2,10.5381498336792,0.028,-8625.43120624166
 200,4,2,6, 4,1000,20,10,FALSE,HARD,2, 2,1.10205388069153,0.025,-1693.57483059094
1000,4,2,6, 4,1000,20,10,FALSE,HARD,2, 2,2.79340505599976,0.029,-8625.50340764884
 200,2,1,3,10,1000,20,10,FALSE,HARD,2, 2,1.72339105606079,0.01,-2672.07912372295
1000,2,1,3,10,1000,20,10,FALSE,HARD,2, 2,6.54419589042664,0.018,-13566.2504949667
 200,3,1,3,10,1000,20,10,FALSE,HARD,2, 2,2.79018187522888,0.01,-2672.07912372295
1000,3,1,3,10,1000,20,10,FALSE,HARD,2, 2,7.11170101165771,0.018,-13566.2504949667
 200,4,1,3,10,1000,20,10,FALSE,HARD,2, 2,1.21574997901917,0.015,-2672.44100311726
1000,4,1,3,10,1000,20,10,FALSE,HARD,2, 2,2.825443983078,0.02,-13566.770912273
 200,2,2,3,10,1000,20,10,FALSE,HARD,2, 2,2.86988496780396,0.03,-3050.16755549075
1000,2,2,3,10,1000,20,10,FALSE,HARD,2, 2,8.4466757774353,0.038,-15512.4605010077
 200,3,2,3,10,1000,20,10,FALSE,HARD,2, 2,4.53537893295288,0.03,-3050.16755549076
1000,3,2,3,10,1000,20,10,FALSE,HARD,2, 2,10.1723411083221,0.038,-15512.4605010077
 200,4,2,3,10,1000,20,10,FALSE,HARD,2, 2,1.29952597618103,0.02,-3051.54073280411
1000,4,2,3,10,1000,20,10,FALSE,HARD,2, 2,3.11827516555786,0.038,-15512.7093439209
 200,2,1,6,10,1000,20,10,FALSE,HARD,2, 2,2.89318799972534,0.04,-2714.57442951382
1000,2,1,6,10,1000,20,10,FALSE,HARD,2, 2,11.8233821392059,0.021,-14114.6133337677
 200,3,1,6,10,1000,20,10,FALSE,HARD,2, 2,7.40056300163269,0.04,-2712.73346305767
1000,3,1,6,10,1000,20,10,FALSE,HARD,2, 2,15.7054221630096,0.018,-14114.2126487188
 200,4,1,6,10,1000,20,10,FALSE,HARD,2, 2,3.16365313529968,0.04,-2712.73346305767
1000,4,1,6,10,1000,20,10,FALSE,HARD,2, 2,6.09921002388,0.019,-14114.7773733831
 200,2,2,6,10,1000,20,10,FALSE,HARD,2, 2,4.91485691070557,0.2,-3176.09147227287
1000,2,2,6,10,1000,20,10,FALSE,HARD,2, 2,25.4119870662689,0.037,-16060.8669509554
 200,3,2,6,10,1000,20,10,FALSE,HARD,2, 2,8.69797992706299,0.235,-3162.06434397484
1000,3,2,6,10,1000,20,10,FALSE,HARD,2, 2,31.9916641712189,0.036,-16060.4831819331
 200,4,2,6,10,1000,20,10,FALSE,HARD,2, 2,3.12304615974426,0.235,-3162.06434397484
1000,4,2,6,10,1000,20,10,FALSE,HARD,2, 2,5.90949606895447,0.032,-16063.2723863468
 200,2,1,3, 4,400,20,10,FALSE,HARD,1, 3,0.216421127319336,0.015,-1188.78067368205
1000,2,1,3, 4,400,20,10,FALSE,HARD,1, 3,0.965419054031372,0.018,-6060.50811631522
 200,3,1,3, 4,400,20,10,FALSE,HARD,1, 3,0.341087818145752,0.015,-1188.78067368205
1000,3,1,3, 4,400,20,10,FALSE,HARD,1, 3,1.20178580284119,0.018,-6060.50811631522
 200,4,1,3, 4,400,20,10,FALSE,HARD,1, 3,0.170543909072876,0.015,-1188.78067368205
1000,4,1,3, 4,400,20,10,FALSE,HARD,1, 3,0.526592016220093,0.018,-6060.50811631522
 200,2,2,3, 4,400,20,10,FALSE,HARD,1, 3,0.329036951065063,0.02,-1589.10170593325
1000,2,2,3, 4,400,20,10,FALSE,HARD,1, 3,1.6281750202179,0.02,-8028.05115758509
 200,3,2,3, 4,400,20,10,FALSE,HARD,1, 3,0.489689826965332,0.02,-1589.10170593325
1000,3,2,3, 4,400,20,10,FALSE,HARD,1, 3,1.80286598205566,0.02,-8028.05115758509
 200,4,2,3, 4,400,20,10,FALSE,HARD,1, 3,0.188494920730591,0.02,-1589.17566383948
1000,4,2,3, 4,400,20,10,FALSE,HARD,1, 3,0.599396944046021,0.02,-8028.05115758509
 200,2,1,6, 4,400,20,10,FALSE,HARD,1, 3,0.364025831222534,0.025,-1299.40434196313
1000,2,1,6, 4,400,20,10,FALSE,HARD,1, 3,1.47457790374756,0.007,-6681.06188552903
 200,3,1,6, 4,400,20,10,FALSE,HARD,1, 3,1.00431489944458,0.01,-1295.43696840377
1000,3,1,6, 4,400,20,10,FALSE,HARD,1, 3,2.53821301460266,0.007,-6681.06188552902
 200,4,1,6, 4,400,20,10,FALSE,HARD,1, 3,0.498667001724243,0.01,-1295.43696840377
1000,4,1,6, 4,400,20,10,FALSE,HARD,1, 3,1.17386102676392,0.007,-6681.06188552902
 200,2,2,6, 4,400,20,10,FALSE,HARD,1, 3,0.70212197303772,0.055,-1686.64992071866
1000,2,2,6, 4,400,20,10,FALSE,HARD,1, 3,3.53264307975769,0.043,-8622.4362092473
 200,3,2,6, 4,400,20,10,FALSE,HARD,1, 3,1.30972814559937,0.035,-1685.9044929647
1000,3,2,6, 4,400,20,10,FALSE,HARD,1, 3,4.26060581207275,0.04,-8622.53285948207
 200,4,2,6, 4,400,20,10,FALSE,HARD,1, 3,0.474730968475342,0.055,-1686.58061335266
1000,4,2,6, 4,400,20,10,FALSE,HARD,1, 3,1.04420685768127,0.042,-8622.7392411442
 200,2,1,3,10,400,20,10,FALSE,HARD,1, 3,0.677190065383911,0.02,-2643.13775396166
1000,2,1,3,10,400,20,10,FALSE,HARD,1, 3,2.88950800895691,0.024,-13645.6541218903
 200,3,1,3,10,400,20,10,FALSE,HARD,1, 3,1.37631988525391,0.02,-2643.13775396167
1000,3,1,3,10,400,20,10,FALSE,HARD,1, 3,3.58478188514709,0.024,-13645.7714129465
 200,4,1,3,10,400,20,10,FALSE,HARD,1, 3,0.498666048049927,0.02,-2643.13775396167
1000,4,1,3,10,400,20,10,FALSE,HARD,1, 3,1.25464510917664,0.024,-13646.1210184083
 200,2,2,3,10,400,20,10,FALSE,HARD,1, 3,1.03423500061035,0.02,-3034.97906331259
1000,2,2,3,10,400,20,10,FALSE,HARD,1, 3,3.52866888046265,0.026,-15615.5820444247
 200,3,2,3,10,400,20,10,FALSE,HARD,1, 3,1.62166380882263,0.02,-3035.25476114404
1000,3,2,3,10,400,20,10,FALSE,HARD,1, 3,3.98909115791321,0.026,-15615.457891018
 200,4,2,3,10,400,20,10,FALSE,HARD,1, 3,0.500661134719849,0.025,-3036.08711454474
1000,4,2,3,10,400,20,10,FALSE,HARD,1, 3,1.13257884979248,0.028,-15615.7827818844
 200,2,1,6,10,400,20,10,FALSE,HARD,1, 3,1.13795709609985,0.16,-2839.27216269976
1000,2,1,6,10,400,20,10,FALSE,HARD,1, 3,5.10235595703125,0.011,-14203.9674695733
 200,3,1,6,10,400,20,10,FALSE,HARD,1, 3,2.77258491516113,0.02,-2710.27116284767
1000,3,1,6,10,400,20,10,FALSE,HARD,1, 3,6.71604108810425,0.011,-14204.0713909643
 200,4,1,6,10,400,20,10,FALSE,HARD,1, 3,1.30650591850281,0.02,-2710.27116284767
1000,4,1,6,10,400,20,10,FALSE,HARD,1, 3,2.44346904754639,0.011,-14204.9369690848
 200,2,2,6,10,400,20,10,FALSE,HARD,1, 3,1.82856297492981,0.185,-3119.99268750485
1000,2,2,6,10,400,20,10,FALSE,HARD,1, 3,10.9982860088348,0.039,-16147.4412488153
 200,3,2,6,10,400,20,10,FALSE,HARD,1, 3,3.3656108379364,0.255,-3111.43620077071
1000,3,2,6,10,400,20,10,FALSE,HARD,1, 3,12.3320829868317,0.042,-16149.3561125551
 200,4,2,6,10,400,20,10,FALSE,HARD,1, 3,1.32944488525391,0.255,-3111.43620077071
1000,4,2,6,10,400,20,10,FALSE,HARD,1, 3,2.7552011013031,0.039,-16150.6915554118
 200,2,1,3, 4,1000,20,10,FALSE,HARD,1, 3,0.539556980133057,0.015,-1188.78067368205
1000,2,1,3, 4,1000,20,10,FALSE,HARD,1, 3,2.3375449180603,0.018,-6060.50811631522
 200,3,1,3, 4,1000,20,10,FALSE,HARD,1, 3,0.884370803833008,0.015,-1188.78067368205
1000,3,1,3, 4,1000,20,10,FALSE,HARD,1, 3,3.13547086715698,0.018,-6060.50811631522
 200,4,1,3, 4,1000,20,10,FALSE,HARD,1, 3,0.452789068222046,0.015,-1188.78067368205
1000,4,1,3, 4,1000,20,10,FALSE,HARD,1, 3,1.44513607025146,0.018,-6060.50811631522
 200,2,2,3, 4,1000,20,10,FALSE,HARD,1, 3,0.823797941207886,0.02,-1589.10170593325
1000,2,2,3, 4,1000,20,10,FALSE,HARD,1, 3,3.87763094902039,0.02,-8028.05115758509
 200,3,2,3, 4,1000,20,10,FALSE,HARD,1, 3,1.19879388809204,0.02,-1589.10170593325
1000,3,2,3, 4,1000,20,10,FALSE,HARD,1, 3,4.13394498825073,0.02,-8028.05115758509
 200,4,2,3, 4,1000,20,10,FALSE,HARD,1, 3,0.448800086975098,0.02,-1589.17566383948
1000,4,2,3, 4,1000,20,10,FALSE,HARD,1, 3,1.30624580383301,0.02,-8028.05115758509
 200,2,1,6, 4,1000,20,10,FALSE,HARD,1, 3,0.847280979156494,0.02,-1298.20999501507
1000,2,1,6, 4,1000,20,10,FALSE,HARD,1, 3,3.21938800811768,0.007,-6681.06188552902
 200,3,1,6, 4,1000,20,10,FALSE,HARD,1, 3,2.10038304328918,0.01,-1295.43696840377
1000,3,1,6, 4,1000,20,10,FALSE,HARD,1, 3,5.65147590637207,0.007,-6681.06188552902
 200,4,1,6, 4,1000,20,10,FALSE,HARD,1, 3,0.979381084442139,0.01,-1295.43696840377
1000,4,1,6, 4,1000,20,10,FALSE,HARD,1, 3,2.30539584159851,0.007,-6681.06188552902
 200,2,2,6, 4,1000,20,10,FALSE,HARD,1, 3,1.5817699432373,0.05,-1685.94306759881
1000,2,2,6, 4,1000,20,10,FALSE,HARD,1, 3,8.23061013221741,0.043,-8622.4362092473
 200,3,2,6, 4,1000,20,10,FALSE,HARD,1, 3,3.02293395996094,0.045,-1685.67931830631
1000,3,2,6, 4,1000,20,10,FALSE,HARD,1, 3,11.0938770771027,0.04,-8622.40013188235
 200,4,2,6, 4,1000,20,10,FALSE,HARD,1, 3,1.16089582443237,0.045,-1685.67931830631
1000,4,2,6, 4,1000,20,10,FALSE,HARD,1, 3,2.70328378677368,0.04,-8622.51642285443
 200,2,1,3,10,1000,20,10,FALSE,HARD,1, 3,1.70643591880798,0.02,-2643.13775396166
1000,2,1,3,10,1000,20,10,FALSE,HARD,1, 3,6.84871912002563,0.024,-13645.6541218903
 200,3,1,3,10,1000,20,10,FALSE,HARD,1, 3,3.46995902061462,0.02,-2643.13775396167
1000,3,1,3,10,1000,20,10,FALSE,HARD,1, 3,8.98043704032898,0.024,-13645.6541218903
 200,4,1,3,10,1000,20,10,FALSE,HARD,1, 3,1.36435198783875,0.02,-2643.13775396167
1000,4,1,3,10,1000,20,10,FALSE,HARD,1, 3,3.02464008331299,0.024,-13646.1210184083
 200,2,2,3,10,1000,20,10,FALSE,HARD,1, 3,2.47817087173462,0.02,-3034.97906331259
1000,2,2,3,10,1000,20,10,FALSE,HARD,1, 3,8.81493186950684,0.026,-15615.4578910179
 200,3,2,3,10,1000,20,10,FALSE,HARD,1, 3,3.86918902397156,0.02,-3034.97906331259
1000,3,2,3,10,1000,20,10,FALSE,HARD,1, 3,10.7093470096588,0.026,-15615.457891018
 200,4,2,3,10,1000,20,10,FALSE,HARD,1, 3,1.34802103042603,0.03,-3037.17471544056
1000,4,2,3,10,1000,20,10,FALSE,HARD,1, 3,2.72308683395386,0.026,-15615.7958679142
 200,2,1,6,10,1000,20,10,FALSE,HARD,1, 3,2.76660108566284,0.16,-2839.27216269976
1000,2,1,6,10,1000,20,10,FALSE,HARD,1, 3,12.871514081955,0.011,-14203.5099635724
 200,3,1,6,10,1000,20,10,FALSE,HARD,1, 3,7.13141083717346,0.02,-2707.49423009166
1000,3,1,6,10,1000,20,10,FALSE,HARD,1, 3,16.2451198101044,0.011,-14203.5099635724
 200,4,1,6,10,1000,20,10,FALSE,HARD,1, 3,3.17004990577698,0.01,-2708.96963801462
1000,4,1,6,10,1000,20,10,FALSE,HARD,1, 3,5.85604381561279,0.011,-14203.5099635724
 200,2,2,6,10,1000,20,10,FALSE,HARD,1, 3,4.69393682479858,0.185,-3119.99268750485
1000,2,2,6,10,1000,20,10,FALSE,HARD,1, 3,26.7680361270905,0.039,-16147.4412488153
 200,3,2,6,10,1000,20,10,FALSE,HARD,1, 3,8.53527593612671,0.255,-3111.43620077071
1000,3,2,6,10,1000,20,10,FALSE,HARD,1, 3,32.1774182319641,0.038,-16148.296236675
 200,4,2,6,10,1000,20,10,FALSE,HARD,1, 3,3.06903195381165,0.255,-3111.43620077071
1000,4,2,6,10,1000,20,10,FALSE,HARD,1, 3,5.80664587020874,0.039,-16150.6915554118
 200,2,1,3, 4,400,20,10,FALSE,HARD,2, 3,0.179520130157471,0.025,-1194.11399895701
1000,2,1,3, 4,400,20,10,FALSE,HARD,2, 3,0.896601915359497,0.02,-6046.13376857548
 200,3,1,3, 4,400,20,10,FALSE,HARD,2, 3,0.337738990783691,0.025,-1194.11399895701
1000,3,1,3, 4,400,20,10,FALSE,HARD,2, 3,1.12499189376831,0.021,-6046.30034666097
 200,4,1,3, 4,400,20,10,FALSE,HARD,2, 3,0.165556907653809,0.025,-1194.11399895701
1000,4,1,3, 4,400,20,10,FALSE,HARD,2, 3,0.520607948303223,0.02,-6046.35068217917
 200,2,2,3, 4,400,20,10,FALSE,HARD,2, 3,0.361033916473389,0.02,-1589.49761313133
1000,2,2,3, 4,400,20,10,FALSE,HARD,2, 3,1.52292704582214,0.023,-8013.14701828372
 200,3,2,3, 4,400,20,10,FALSE,HARD,2, 3,0.494678020477295,0.02,-1589.49761313133
1000,3,2,3, 4,400,20,10,FALSE,HARD,2, 3,1.60969495773315,0.023,-8013.14701828372
 200,4,2,3, 4,400,20,10,FALSE,HARD,2, 3,0.182512044906616,0.02,-1589.49761313133
1000,4,2,3, 4,400,20,10,FALSE,HARD,2, 3,0.538558959960938,0.023,-8013.14701828372
 200,2,1,6, 4,400,20,10,FALSE,HARD,2, 3,0.34266209602356,0.135,-1389.68034630396
1000,2,1,6, 4,400,20,10,FALSE,HARD,2, 3,1.40424489974976,0.011,-6660.53753042616
 200,3,1,6, 4,400,20,10,FALSE,HARD,2, 3,0.950457811355591,0.01,-1297.75803781584
1000,3,1,6, 4,400,20,10,FALSE,HARD,2, 3,2.67254996299744,0.011,-6660.53753042616
 200,4,1,6, 4,400,20,10,FALSE,HARD,2, 3,0.462762117385864,0.01,-1297.75803781584
1000,4,1,6, 4,400,20,10,FALSE,HARD,2, 3,1.12815809249878,0.011,-6660.53753042616
 200,2,2,6, 4,400,20,10,FALSE,HARD,2, 3,0.698132991790771,0.05,-1684.67379069681
1000,2,2,6, 4,400,20,10,FALSE,HARD,2, 3,3.49951696395874,0.041,-8595.67284158947
 200,3,2,6, 4,400,20,10,FALSE,HARD,2, 3,1.37731719017029,0.06,-1687.70838673215
1000,3,2,6, 4,400,20,10,FALSE,HARD,2, 3,4.71491289138794,0.041,-8595.67284158948
 200,4,2,6, 4,400,20,10,FALSE,HARD,2, 3,0.475726842880249,0.06,-1687.70838673215
1000,4,2,6, 4,400,20,10,FALSE,HARD,2, 3,1.09008502960205,0.041,-8595.67284158948
 200,2,1,3,10,400,20,10,FALSE,HARD,2, 3,0.619343996047974,0.01,-2648.80060461063
1000,2,1,3,10,400,20,10,FALSE,HARD,2, 3,2.69890999794006,0.031,-13622.1179546322
 200,3,1,3,10,400,20,10,FALSE,HARD,2, 3,1.15420818328857,0.015,-2649.04812661092
1000,3,1,3,10,400,20,10,FALSE,HARD,2, 3,3.19212198257446,0.03,-13622.0127274921
 200,4,1,3,10,400,20,10,FALSE,HARD,2, 3,0.536565065383911,0.01,-2649.93560062358
1000,4,1,3,10,400,20,10,FALSE,HARD,2, 3,1.20278310775757,0.026,-13623.0459469763
 200,2,2,3,10,400,20,10,FALSE,HARD,2, 3,1.07911491394043,0.02,-3030.01214776466
1000,2,2,3,10,400,20,10,FALSE,HARD,2, 3,3.61048817634583,0.03,-15595.707815521
 200,3,2,3,10,400,20,10,FALSE,HARD,2, 3,1.54987001419067,0.02,-3030.01214776466
1000,3,2,3,10,400,20,10,FALSE,HARD,2, 3,3.83474493026733,0.03,-15595.707815521
 200,4,2,3,10,400,20,10,FALSE,HARD,2, 3,0.547536134719849,0.02,-3030.11821635284
1000,4,2,3,10,400,20,10,FALSE,HARD,2, 3,1.23569512367249,0.03,-15595.707815521
 200,2,1,6,10,400,20,10,FALSE,HARD,2, 3,1.1319739818573,0.025,-2707.96034788425
1000,2,1,6,10,400,20,10,FALSE,HARD,2, 3,4.67549705505371,0.014,-14179.7022884991
 200,3,1,6,10,400,20,10,FALSE,HARD,2, 3,2.74553894996643,0.025,-2706.6482567261
1000,3,1,6,10,400,20,10,FALSE,HARD,2, 3,6.13459491729736,0.013,-14179.4403445731
 200,4,1,6,10,400,20,10,FALSE,HARD,2, 3,1.20378112792969,0.025,-2706.6482567261
1000,4,1,6,10,400,20,10,FALSE,HARD,2, 3,2.45316600799561,0.013,-14179.4403445731
 200,2,2,6,10,400,20,10,FALSE,HARD,2, 3,1.89393496513367,0.16,-3106.9333424543
